cliente;atrasos;Resposta;temporel;valorfatura;p_gastoalim;regiaorisco;rendamensal
15923;1;0;3;3;3;1;3
15924;2;0;3;2;4;4;3
15925;1;0;3;2;3;3;4
15926;1;0;2;4;3;2;3
15927;3;1;1;1;2;2;1
15928;3;1;2;2;3;1;3
15929;2;0;4;3;4;4;4
15930;3;1;3;3;1;4;2
15931;2;0;1;1;1;2;1
15932;1;1;1;2;3;3;2
15933;3;1;3;2;1;2;2
15934;2;0;1;2;2;1;4
15935;4;0;2;3;2;4;1
15936;2;0;4;4;2;1;4
15937;4;1;1;3;4;4;1
15938;2;0;4;2;4;1;4
15939;4;1;3;2;3;3;4
15940;2;1;1;2;3;2;2
15941;3;0;4;3;1;4;4
15942;2;0;3;2;2;4;2
15943;2;1;4;3;2;1;4
15944;4;0;3;2;2;4;3
15945;3;1;4;1;3;4;3
15946;2;0;3;3;4;3;3
15947;1;0;1;1;2;2;3
15948;3;0;4;3;4;4;4
15949;3;0;3;1;1;3;2
15950;1;1;2;3;2;4;1
15951;1;0;3;1;4;4;2
15952;1;0;4;2;1;1;3
15953;4;0;4;3;3;1;3
15954;2;0;4;1;4;3;2
15955;2;0;4;4;3;4;1
15956;3;1;4;3;2;3;2
15957;3;1;2;2;1;3;2
15958;3;0;3;1;3;1;2
15959;1;0;4;1;3;3;3
15960;3;1;4;2;2;3;1
15961;1;0;2;1;4;3;1
15962;2;1;4;3;1;2;1
15963;3;0;3;2;4;1;3
15964;2;1;1;1;1;1;4
15965;4;1;1;2;1;3;2
15966;3;1;3;1;4;1;3
15967;2;0;4;3;3;4;1
15968;4;1;4;2;1;4;2
15969;4;1;3;1;1;1;3
15970;2;0;4;1;4;2;1
15971;3;0;1;2;1;2;2
15972;3;1;1;2;2;3;3
15973;3;0;2;3;4;1;4
15974;4;1;4;4;4;2;1
15975;2;0;2;1;4;3;1
15976;4;1;3;1;2;3;1
15977;1;1;3;1;1;3;1
15978;3;1;1;1;3;2;2
15979;3;1;1;2;3;1;4
15980;1;0;4;4;4;4;4
15981;2;1;1;2;3;2;3
15982;2;1;3;2;1;2;4
15983;2;0;1;1;3;3;4
15984;1;0;4;1;3;4;1
15985;4;1;3;4;3;2;1
15986;2;1;1;3;2;2;1
15987;4;1;3;3;2;1;4
15988;2;1;1;3;3;1;4
15989;4;1;1;1;4;3;1
15990;4;0;3;4;4;4;2
15991;4;1;2;3;1;3;1
15992;2;0;4;1;3;3;4
15993;2;1;1;1;2;4;3
15994;4;1;1;1;4;2;1
15995;2;0;3;3;2;3;3
15996;4;0;1;4;4;3;3
15997;1;0;4;1;1;4;3
15998;2;0;2;1;2;2;2
15999;4;1;2;1;1;3;2
16000;2;1;2;1;3;1;2
16001;2;0;2;3;1;2;3
16002;3;1;4;1;1;1;1
16003;1;0;2;3;3;3;2
16004;1;0;4;4;4;1;1
16005;4;1;3;4;3;3;4
16006;4;1;1;1;1;1;1
16007;1;0;3;3;1;1;2
16008;3;0;1;2;4;4;4
16009;3;1;3;2;1;4;4
16010;3;1;1;2;1;3;1
16011;4;1;3;3;2;1;4
16012;4;1;2;2;1;2;3
16013;1;0;3;4;3;2;1
16014;3;1;1;2;3;2;1
16015;2;1;2;2;3;1;3
16016;2;0;3;2;4;3;4
16017;1;0;2;2;4;2;3
16018;3;1;2;4;3;1;2
16019;3;1;4;1;2;4;2
16020;4;1;3;1;2;3;4
16021;4;0;4;1;3;4;3
16022;1;1;4;2;3;4;4
16023;2;1;2;2;1;1;1
16024;2;0;1;2;4;3;4
16025;2;0;1;1;2;2;1
16026;2;0;1;1;4;2;1
16027;2;0;3;3;4;3;2
16028;2;0;4;3;4;3;3
16029;1;0;1;3;3;3;4
16030;3;0;3;4;4;4;3
16031;3;0;4;4;3;2;4
16032;1;1;2;1;1;2;3
16033;3;1;4;2;1;2;1
16034;3;0;3;1;1;1;2
16035;4;1;3;2;2;4;2
16036;2;0;4;4;1;3;3
16037;3;1;3;2;1;1;3
16038;4;1;2;4;4;2;4
16039;1;0;4;1;1;3;3
16040;1;0;4;3;2;2;2
16041;2;1;2;4;4;1;3
16042;2;0;1;4;1;2;3
16043;2;0;4;1;2;1;3
16044;1;1;2;1;1;2;3
16045;2;1;1;1;2;2;1
16046;4;1;1;2;4;1;2
16047;4;1;2;1;1;3;3
16048;3;0;3;1;4;4;4
16049;4;1;1;2;1;1;1
16050;2;0;1;4;1;1;3
16051;2;1;3;2;2;4;3
16052;1;0;4;2;4;1;4
16053;4;1;2;3;2;2;1
16054;2;0;3;1;3;2;4
16055;1;0;2;3;3;3;2
16056;1;0;3;2;3;3;2
16057;1;0;2;3;3;4;4
16058;1;0;2;4;1;1;3
16059;1;0;1;2;1;4;4
16060;2;1;2;2;4;2;2
16061;4;1;1;4;3;4;4
16062;3;1;4;1;4;1;1
16063;4;1;1;1;3;2;4
16064;4;1;2;4;1;2;2
16065;2;0;3;2;4;2;2
16066;1;0;3;1;2;3;4
16067;1;0;1;1;1;4;2
16068;1;0;4;1;3;4;3
16069;2;0;1;1;3;2;1
16070;3;0;3;2;3;4;4
16071;2;0;2;2;3;1;3
16072;2;0;2;2;4;4;4
16073;3;1;4;2;3;2;2
16074;3;1;1;2;2;3;4
16075;3;1;3;3;2;2;2
16076;1;1;3;4;1;1;1
16077;1;1;1;4;2;1;2
16078;4;1;1;1;2;1;1
16079;3;1;1;1;2;2;1
16080;3;0;4;4;4;4;1
16081;4;0;2;4;2;4;2
16082;2;1;4;1;2;1;4
16083;3;1;3;1;2;2;1
16084;4;0;1;2;4;2;1
16085;3;1;2;1;1;2;1
16086;1;0;3;4;4;3;2
16087;1;0;3;2;2;4;1
16088;1;1;1;1;1;2;2
16089;3;0;4;2;4;1;4
16090;4;1;3;1;1;1;3
16091;4;1;1;3;1;1;1
16092;2;1;4;1;3;1;3
16093;4;1;2;1;4;1;3
16094;2;1;4;4;1;1;1
16095;3;1;1;3;3;1;4
16096;1;0;2;4;3;4;2
16097;4;0;4;2;3;2;3
16098;2;1;1;3;4;4;2
16099;3;1;2;1;2;2;2
16100;2;1;1;1;1;3;1
16101;4;1;3;2;3;4;4
16102;3;1;1;2;2;1;4
16103;1;0;1;2;3;4;2
16104;3;1;1;1;3;1;3
16105;2;0;2;2;3;4;1
16106;4;0;2;4;3;3;2
16107;2;0;1;2;4;1;4
16108;1;0;4;4;4;4;4
16109;1;0;4;3;4;4;4
16110;2;0;3;1;3;2;4
16111;4;0;4;2;4;4;1
16112;4;1;4;2;1;1;3
16113;4;1;2;2;1;2;2
16114;2;1;1;4;2;1;1
16115;1;0;4;1;3;4;3
16116;3;1;4;2;1;1;2
16117;3;1;1;3;1;4;3
16118;1;0;3;2;4;4;4
16119;2;0;1;3;4;2;1
16120;3;0;1;3;3;4;3
16121;3;1;1;1;1;1;3
16122;2;0;3;2;3;3;2
16123;1;0;2;1;4;2;4
16124;4;1;1;3;4;3;2
16125;3;1;3;4;1;3;2
16126;1;0;3;3;3;1;3
16127;2;0;3;2;4;4;3
16128;1;0;3;2;3;3;4
16129;1;0;2;4;3;2;3
16130;3;1;1;1;2;2;1
16131;3;1;2;2;3;1;3
16132;2;0;4;3;4;4;4
16133;3;1;3;3;1;4;2
16134;2;0;1;1;1;2;1
16135;1;1;1;2;3;3;2
16136;3;1;3;2;1;2;2
16137;2;0;1;2;2;1;4
16138;4;0;2;3;2;4;1
16139;2;0;4;4;2;1;4
16140;4;1;1;3;4;4;1
16141;2;0;4;2;4;1;4
16142;4;1;3;2;3;3;4
16143;2;1;1;2;3;2;2
16144;3;0;4;3;1;4;4
16145;2;0;3;2;2;4;2
16146;2;1;4;3;2;1;4
16147;4;0;3;2;2;4;3
16148;3;1;4;1;3;4;3
16149;2;0;3;3;4;3;3
16150;1;0;1;1;2;2;3
16151;3;0;4;3;4;4;4
16152;3;0;3;1;1;3;2
16153;1;1;2;3;2;4;1
16154;1;0;3;1;4;4;2
16155;1;0;4;2;1;1;3
16156;4;0;4;3;3;1;3
16157;2;0;4;1;4;3;2
16158;2;0;4;4;3;4;1
16159;3;1;4;3;2;3;2
16160;3;1;2;2;1;3;2
16161;3;0;3;1;3;1;2
16162;1;0;4;1;3;3;3
16163;3;1;4;2;2;3;1
16164;1;0;2;1;4;3;1
16165;2;1;4;3;1;2;1
16166;3;0;3;2;4;1;3
16167;2;1;1;1;1;1;4
16168;4;1;1;2;1;3;2
16169;3;1;3;1;4;1;3
16170;2;0;4;3;3;4;1
16171;4;1;4;2;1;4;2
16172;4;1;3;1;1;1;3
16173;2;0;4;1;4;2;1
16174;3;0;1;2;1;2;2
16175;3;1;1;2;2;3;3
16176;3;0;2;3;4;1;4
16177;4;1;4;4;4;2;1
16178;2;0;2;1;4;3;1
16179;4;1;3;1;2;3;1
16180;1;1;3;1;1;3;1
16181;3;1;1;1;3;2;2
16182;3;1;1;2;3;1;4
16183;1;0;4;4;4;4;4
16184;2;1;1;2;3;2;3
16185;2;1;3;2;1;2;4
16186;2;0;1;1;3;3;4
16187;1;0;4;1;3;4;1
16188;4;1;3;4;3;2;1
16189;2;1;1;3;2;2;1
16190;4;1;3;3;2;1;4
16191;2;1;1;3;3;1;4
16192;4;1;1;1;4;3;1
16193;4;0;3;4;4;4;2
16194;4;1;2;3;1;3;1
16195;2;0;4;1;3;3;4
16196;2;1;1;1;2;4;3
16197;4;1;1;1;4;2;1
16198;2;0;3;3;2;3;3
16199;4;0;1;4;4;3;3
16200;1;0;4;1;1;4;3
16201;2;0;2;1;2;2;2
16202;4;1;2;1;1;3;2
16203;2;1;2;1;3;1;2
16204;2;0;2;3;1;2;3
16205;3;1;4;1;1;1;1
16206;1;0;2;3;3;3;2
16207;1;0;4;4;4;1;1
16208;4;1;3;4;3;3;4
16209;4;1;1;1;1;1;1
16210;1;0;3;3;1;1;2
16211;3;0;1;2;4;4;4
16212;3;1;3;2;1;4;4
16213;3;1;1;2;1;3;1
16214;4;1;3;3;2;1;4
16215;4;1;2;2;1;2;3
16216;1;0;3;4;3;2;1
16217;3;1;1;2;3;2;1
16218;2;1;2;2;3;1;3
16219;2;0;3;2;4;3;4
16220;1;0;2;2;4;2;3
16221;3;1;2;4;3;1;2
16222;3;1;4;1;2;4;2
16223;4;1;3;1;2;3;4
16224;4;0;4;1;3;4;3
16225;1;1;4;2;3;4;4
16226;2;1;2;2;1;1;1
16227;2;0;1;2;4;3;4
16228;2;0;1;1;2;2;1
16229;2;0;1;1;4;2;1
16230;2;0;3;3;4;3;2
16231;2;0;4;3;4;3;3
16232;1;0;1;3;3;3;4
16233;3;0;3;4;4;4;3
16234;3;0;4;4;3;2;4
16235;1;1;2;1;1;2;3
16236;3;1;4;2;1;2;1
16237;3;0;3;1;1;1;2
16238;4;1;3;2;2;4;2
16239;2;0;4;4;1;3;3
16240;3;1;3;2;1;1;3
16241;4;1;2;4;4;2;4
16242;1;0;4;1;1;3;3
16243;1;0;4;3;2;2;2
16244;2;1;2;4;4;1;3
16245;2;0;1;4;1;2;3
16246;2;0;4;1;2;1;3
16247;1;1;2;1;1;2;3
16248;2;1;1;1;2;2;1
16249;4;1;1;2;4;1;2
16250;4;1;2;1;1;3;3
16251;3;0;3;1;4;4;4
16252;4;1;1;2;1;1;1
16253;2;0;1;4;1;1;3
16254;2;1;3;2;2;4;3
16255;1;0;4;2;4;1;4
16256;4;1;2;3;2;2;1
16257;2;0;3;1;3;2;4
16258;1;0;2;3;3;3;2
16259;1;0;3;2;3;3;2
16260;1;0;2;3;3;4;4
16261;1;0;2;4;1;1;3
16262;1;0;1;2;1;4;4
16263;2;1;2;2;4;2;2
16264;4;1;1;4;3;4;4
16265;3;1;4;1;4;1;1
16266;4;1;1;1;3;2;4
16267;4;1;2;4;1;2;2
16268;2;0;3;2;4;2;2
16269;1;0;3;1;2;3;4
16270;1;0;1;1;1;4;2
16271;1;0;4;1;3;4;3
16272;2;0;1;1;3;2;1
16273;3;0;3;2;3;4;4
16274;2;0;2;2;3;1;3
16275;2;0;2;2;4;4;4
16276;3;1;4;2;3;2;2
16277;3;1;1;2;2;3;4
16278;3;1;3;3;2;2;2
16279;1;1;3;4;1;1;1
16280;1;1;1;4;2;1;2
16281;4;1;1;1;2;1;1
16282;3;1;1;1;2;2;1
16283;3;0;4;4;4;4;1
16284;4;0;2;4;2;4;2
16285;2;1;4;1;2;1;4
16286;3;1;3;1;2;2;1
16287;4;0;1;2;4;2;1
16288;3;1;2;1;1;2;1
16289;1;0;3;4;4;3;2
16290;1;0;3;2;2;4;1
16291;1;1;1;1;1;2;2
16292;3;0;4;2;4;1;4
16293;4;1;3;1;1;1;3
16294;4;1;1;3;1;1;1
16295;2;1;4;1;3;1;3
16296;4;1;2;1;4;1;3
16297;2;1;4;4;1;1;1
16298;3;1;1;3;3;1;4
16299;1;0;2;4;3;4;2
16300;4;0;4;2;3;2;3
16301;2;1;1;3;4;4;2
16302;3;1;2;1;2;2;2
16303;2;1;1;1;1;3;1
16304;4;1;3;2;3;4;4
16305;3;1;1;2;2;1;4
16306;1;0;1;2;3;4;2
16307;3;1;1;1;3;1;3
16308;2;0;2;2;3;4;1
16309;4;0;2;4;3;3;2
16310;2;0;1;2;4;1;4
16311;1;0;4;4;4;4;4
16312;1;0;4;3;4;4;4
16313;2;0;3;1;3;2;4
16314;4;0;4;2;4;4;1
16315;4;1;4;2;1;1;3
16316;4;1;2;2;1;2;2
16317;2;1;1;4;2;1;1
16318;1;0;4;1;3;4;3
16319;3;1;4;2;1;1;2
16320;3;1;1;3;1;4;3
16321;1;0;3;2;4;4;4
16322;2;0;1;3;4;2;1
16323;3;0;1;3;3;4;3
16324;3;1;1;1;1;1;3
16325;2;0;3;2;3;3;2
16326;1;0;2;1;4;2;4
16327;4;1;1;3;4;3;2
16328;3;1;3;4;1;3;2
16329;1;0;3;3;3;1;3
16330;2;0;3;2;4;4;3
16331;1;0;3;2;3;3;4
16332;1;0;2;4;3;2;3
16333;3;1;1;1;2;2;1
16334;3;1;2;2;3;1;3
16335;2;0;4;3;4;4;4
16336;3;1;3;3;1;4;2
16337;2;0;1;1;1;2;1
16338;1;1;1;2;3;3;2
16339;3;1;3;2;1;2;2
16340;2;0;1;2;2;1;4
16341;4;0;2;3;2;4;1
16342;2;0;4;4;2;1;4
16343;4;1;1;3;4;4;1
16344;2;0;4;2;4;1;4
16345;4;1;3;2;3;3;4
16346;2;1;1;2;3;2;2
16347;3;0;4;3;1;4;4
16348;2;0;3;2;2;4;2
16349;2;1;4;3;2;1;4
16350;4;0;3;2;2;4;3
16351;3;1;4;1;3;4;3
16352;2;0;3;3;4;3;3
16353;1;0;1;1;2;2;3
16354;3;0;4;3;4;4;4
16355;3;0;3;1;1;3;2
16356;1;1;2;3;2;4;1
16357;1;0;3;1;4;4;2
16358;1;0;4;2;1;1;3
16359;4;0;4;3;3;1;3
16360;2;0;4;1;4;3;2
16361;2;0;4;4;3;4;1
16362;3;1;4;3;2;3;2
16363;3;1;2;2;1;3;2
16364;3;0;3;1;3;1;2
16365;1;0;4;1;3;3;3
16366;3;1;4;2;2;3;1
16367;1;0;2;1;4;3;1
16368;2;1;4;3;1;2;1
16369;3;0;3;2;4;1;3
16370;2;1;1;1;1;1;4
16371;4;1;1;2;1;3;2
16372;3;1;3;1;4;1;3
16373;2;0;4;3;3;4;1
16374;4;1;4;2;1;4;2
16375;4;1;3;1;1;1;3
16376;2;0;4;1;4;2;1
16377;3;0;1;2;1;2;2
16378;3;1;1;2;2;3;3
16379;3;0;2;3;4;1;4
16380;4;1;4;4;4;2;1
16381;2;0;2;1;4;3;1
16382;4;1;3;1;2;3;1
16383;1;1;3;1;1;3;1
16384;3;1;1;1;3;2;2
16385;3;1;1;2;3;1;4
16386;1;0;4;4;4;4;4
16387;2;1;1;2;3;2;3
16388;2;1;3;2;1;2;4
16389;2;0;1;1;3;3;4
16390;1;0;4;1;3;4;1
16391;4;1;3;4;3;2;1
16392;2;1;1;3;2;2;1
16393;4;1;3;3;2;1;4
16394;2;1;1;3;3;1;4
16395;4;1;1;1;4;3;1
16396;4;0;3;4;4;4;2
16397;4;1;2;3;1;3;1
16398;2;0;4;1;3;3;4
16399;2;1;1;1;2;4;3
16400;4;1;1;1;4;2;1
16401;2;0;3;3;2;3;3
16402;4;0;1;4;4;3;3
16403;1;0;4;1;1;4;3
16404;2;0;2;1;2;2;2
16405;4;1;2;1;1;3;2
16406;2;1;2;1;3;1;2
16407;2;0;2;3;1;2;3
16408;3;1;4;1;1;1;1
16409;1;0;2;3;3;3;2
16410;1;0;4;4;4;1;1
16411;4;1;3;4;3;3;4
16412;4;1;1;1;1;1;1
16413;1;0;3;3;1;1;2
16414;3;0;1;2;4;4;4
16415;3;1;3;2;1;4;4
16416;3;1;1;2;1;3;1
16417;4;1;3;3;2;1;4
16418;4;1;2;2;1;2;3
16419;1;0;3;4;3;2;1
16420;3;1;1;2;3;2;1
16421;2;1;2;2;3;1;3
16422;2;0;3;2;4;3;4
16423;1;0;2;2;4;2;3
16424;3;1;2;4;3;1;2
16425;3;1;4;1;2;4;2
16426;4;1;3;1;2;3;4
16427;4;0;4;1;3;4;3
16428;1;1;4;2;3;4;4
16429;2;1;2;2;1;1;1
16430;2;0;1;2;4;3;4
16431;2;0;1;1;2;2;1
16432;2;0;1;1;4;2;1
16433;2;0;3;3;4;3;2
16434;2;0;4;3;4;3;3
16435;1;0;1;3;3;3;4
16436;3;0;3;4;4;4;3
16437;3;0;4;4;3;2;4
16438;1;1;2;1;1;2;3
16439;3;1;4;2;1;2;1
16440;3;0;3;1;1;1;2
16441;4;1;3;2;2;4;2
16442;2;0;4;4;1;3;3
16443;3;1;3;2;1;1;3
16444;4;1;2;4;4;2;4
16445;1;0;4;1;1;3;3
16446;1;0;4;3;2;2;2
16447;2;1;2;4;4;1;3
16448;2;0;1;4;1;2;3
16449;2;0;4;1;2;1;3
16450;1;1;2;1;1;2;3
16451;2;1;1;1;2;2;1
16452;4;1;1;2;4;1;2
16453;4;1;2;1;1;3;3
16454;3;0;3;1;4;4;4
16455;4;1;1;2;1;1;1
16456;2;0;1;4;1;1;3
16457;2;1;3;2;2;4;3
16458;1;0;4;2;4;1;4
16459;4;1;2;3;2;2;1
16460;2;0;3;1;3;2;4
16461;1;0;2;3;3;3;2
16462;1;0;3;2;3;3;2
16463;1;0;2;3;3;4;4
16464;1;0;2;4;1;1;3
16465;1;0;1;2;1;4;4
16466;2;1;2;2;4;2;2
16467;4;1;1;4;3;4;4
16468;3;1;4;1;4;1;1
16469;4;1;1;1;3;2;4
16470;4;1;2;4;1;2;2
16471;2;0;3;2;4;2;2
16472;1;0;3;1;2;3;4
16473;1;0;1;1;1;4;2
16474;1;0;4;1;3;4;3
16475;2;0;1;1;3;2;1
16476;3;0;3;2;3;4;4
16477;2;0;2;2;3;1;3
16478;2;0;2;2;4;4;4
16479;3;1;4;2;3;2;2
16480;3;1;1;2;2;3;4
16481;3;1;3;3;2;2;2
16482;1;1;3;4;1;1;1
16483;1;1;1;4;2;1;2
16484;4;1;1;1;2;1;1
16485;3;1;1;1;2;2;1
16486;3;0;4;4;4;4;1
16487;4;0;2;4;2;4;2
16488;2;1;4;1;2;1;4
16489;3;1;3;1;2;2;1
16490;4;0;1;2;4;2;1
16491;3;1;2;1;1;2;1
16492;1;0;3;4;4;3;2
16493;1;0;3;2;2;4;1
16494;1;1;1;1;1;2;2
16495;3;0;4;2;4;1;4
16496;4;1;3;1;1;1;3
16497;4;1;1;3;1;1;1
16498;2;1;4;1;3;1;3
16499;4;1;2;1;4;1;3
16500;2;1;4;4;1;1;1
16501;3;1;1;3;3;1;4
16502;1;0;2;4;3;4;2
16503;4;0;4;2;3;2;3
16504;2;1;1;3;4;4;2
16505;3;1;2;1;2;2;2
16506;2;1;1;1;1;3;1
16507;4;1;3;2;3;4;4
16508;3;1;1;2;2;1;4
16509;1;0;1;2;3;4;2
16510;3;1;1;1;3;1;3
16511;2;0;2;2;3;4;1
16512;4;0;2;4;3;3;2
16513;2;0;1;2;4;1;4
16514;1;0;4;4;4;4;4
16515;1;0;4;3;4;4;4
16516;2;0;3;1;3;2;4
16517;4;0;4;2;4;4;1
16518;4;1;4;2;1;1;3
16519;4;1;2;2;1;2;2
16520;2;1;1;4;2;1;1
16521;1;0;4;1;3;4;3
16522;3;1;4;2;1;1;2
16523;3;1;1;3;1;4;3
16524;1;0;3;2;4;4;4
16525;2;0;1;3;4;2;1
16526;3;0;1;3;3;4;3
16527;3;1;1;1;1;1;3
16528;2;0;3;2;3;3;2
16529;1;0;2;1;4;2;4
16530;4;1;1;3;4;3;2
16531;3;1;3;4;1;3;2
16532;1;0;3;3;3;1;3
16533;2;0;3;2;4;4;3
16534;1;0;3;2;3;3;4
16535;1;0;2;4;3;2;3
16536;3;1;1;1;2;2;1
16537;3;1;2;2;3;1;3
16538;2;0;4;3;4;4;4
16539;3;1;3;3;1;4;2
16540;2;0;1;1;1;2;1
16541;1;1;1;2;3;3;2
16542;3;1;3;2;1;2;2
16543;2;0;1;2;2;1;4
16544;4;0;2;3;2;4;1
16545;2;0;4;4;2;1;4
16546;4;1;1;3;4;4;1
16547;2;0;4;2;4;1;4
16548;4;1;3;2;3;3;4
16549;2;1;1;2;3;2;2
16550;3;0;4;3;1;4;4
16551;2;0;3;2;2;4;2
16552;2;1;4;3;2;1;4
16553;4;0;3;2;2;4;3
16554;3;1;4;1;3;4;3
16555;2;0;3;3;4;3;3
16556;1;0;1;1;2;2;3
16557;3;0;4;3;4;4;4
16558;3;0;3;1;1;3;2
16559;1;1;2;3;2;4;1
16560;1;0;3;1;4;4;2
16561;1;0;4;2;1;1;3
16562;4;0;4;3;3;1;3
16563;2;0;4;1;4;3;2
16564;2;0;4;4;3;4;1
16565;3;1;4;3;2;3;2
16566;3;1;2;2;1;3;2
16567;3;0;3;1;3;1;2
16568;1;0;4;1;3;3;3
16569;3;1;4;2;2;3;1
16570;1;0;2;1;4;3;1
16571;2;1;4;3;1;2;1
16572;3;0;3;2;4;1;3
16573;2;1;1;1;1;1;4
16574;4;1;1;2;1;3;2
16575;3;1;3;1;4;1;3
16576;2;0;4;3;3;4;1
16577;4;1;4;2;1;4;2
16578;4;1;3;1;1;1;3
16579;2;0;4;1;4;2;1
16580;3;0;1;2;1;2;2
16581;3;1;1;2;2;3;3
16582;3;0;2;3;4;1;4
16583;4;1;4;4;4;2;1
16584;2;0;2;1;4;3;1
16585;4;1;3;1;2;3;1
16586;1;1;3;1;1;3;1
16587;3;1;1;1;3;2;2
16588;3;1;1;2;3;1;4
16589;1;0;4;4;4;4;4
16590;2;1;1;2;3;2;3
16591;2;1;3;2;1;2;4
16592;2;0;1;1;3;3;4
16593;1;0;4;1;3;4;1
16594;4;1;3;4;3;2;1
16595;2;1;1;3;2;2;1
16596;4;1;3;3;2;1;4
16597;2;1;1;3;3;1;4
16598;4;1;1;1;4;3;1
16599;4;0;3;4;4;4;2
16600;4;1;2;3;1;3;1
16601;2;0;4;1;3;3;4
16602;2;1;1;1;2;4;3
16603;4;1;1;1;4;2;1
16604;2;0;3;3;2;3;3
16605;4;0;1;4;4;3;3
16606;1;0;4;1;1;4;3
16607;2;0;2;1;2;2;2
16608;4;1;2;1;1;3;2
16609;2;1;2;1;3;1;2
16610;2;0;2;3;1;2;3
16611;3;1;4;1;1;1;1
16612;1;0;2;3;3;3;2
16613;1;0;4;4;4;1;1
16614;4;1;3;4;3;3;4
16615;4;1;1;1;1;1;1
16616;1;0;3;3;1;1;2
16617;3;0;1;2;4;4;4
16618;3;1;3;2;1;4;4
16619;3;1;1;2;1;3;1
16620;4;1;3;3;2;1;4
16621;4;1;2;2;1;2;3
16622;1;0;3;4;3;2;1
16623;3;1;1;2;3;2;1
16624;2;1;2;2;3;1;3
16625;2;0;3;2;4;3;4
16626;1;0;2;2;4;2;3
16627;3;1;2;4;3;1;2
16628;3;1;4;1;2;4;2
16629;4;1;3;1;2;3;4
16630;4;0;4;1;3;4;3
16631;1;1;4;2;3;4;4
16632;2;1;2;2;1;1;1
16633;2;0;1;2;4;3;4
16634;2;0;1;1;2;2;1
16635;2;0;1;1;4;2;1
16636;2;0;3;3;4;3;2
16637;2;0;4;3;4;3;3
16638;1;0;1;3;3;3;4
16639;3;0;3;4;4;4;3
16640;3;0;4;4;3;2;4
16641;1;1;2;1;1;2;3
16642;3;1;4;2;1;2;1
16643;3;0;3;1;1;1;2
16644;4;1;3;2;2;4;2
16645;2;0;4;4;1;3;3
16646;3;1;3;2;1;1;3
16647;4;1;2;4;4;2;4
16648;1;0;4;1;1;3;3
16649;1;0;4;3;2;2;2
16650;2;1;2;4;4;1;3
16651;2;0;1;4;1;2;3
16652;2;0;4;1;2;1;3
16653;1;1;2;1;1;2;3
16654;2;1;1;1;2;2;1
16655;4;1;1;2;4;1;2
16656;4;1;2;1;1;3;3
16657;3;0;3;1;4;4;4
16658;4;1;1;2;1;1;1
16659;2;0;1;4;1;1;3
16660;2;1;3;2;2;4;3
16661;1;0;4;2;4;1;4
16662;4;1;2;3;2;2;1
16663;2;0;3;1;3;2;4
16664;1;0;2;3;3;3;2
16665;1;0;3;2;3;3;2
16666;1;0;2;3;3;4;4
16667;1;0;2;4;1;1;3
16668;1;0;1;2;1;4;4
16669;2;1;2;2;4;2;2
16670;4;1;1;4;3;4;4
16671;3;1;4;1;4;1;1
16672;4;1;1;1;3;2;4
16673;4;1;2;4;1;2;2
16674;2;0;3;2;4;2;2
16675;1;0;3;1;2;3;4
16676;1;0;1;1;1;4;2
16677;1;0;4;1;3;4;3
16678;2;0;1;1;3;2;1
16679;3;0;3;2;3;4;4
16680;2;0;2;2;3;1;3
16681;2;0;2;2;4;4;4
16682;3;1;4;2;3;2;2
16683;3;1;1;2;2;3;4
16684;3;1;3;3;2;2;2
16685;1;1;3;4;1;1;1
16686;1;1;1;4;2;1;2
16687;4;1;1;1;2;1;1
16688;3;1;1;1;2;2;1
16689;3;0;4;4;4;4;1
16690;4;0;2;4;2;4;2
16691;2;1;4;1;2;1;4
16692;3;1;3;1;2;2;1
16693;4;0;1;2;4;2;1
16694;3;1;2;1;1;2;1
16695;1;0;3;4;4;3;2
16696;1;0;3;2;2;4;1
16697;1;1;1;1;1;2;2
16698;3;0;4;2;4;1;4
16699;4;1;3;1;1;1;3
16700;4;1;1;3;1;1;1
16701;2;1;4;1;3;1;3
16702;4;1;2;1;4;1;3
16703;2;1;4;4;1;1;1
16704;3;1;1;3;3;1;4
16705;1;0;2;4;3;4;2
16706;4;0;4;2;3;2;3
16707;2;1;1;3;4;4;2
16708;3;1;2;1;2;2;2
16709;2;1;1;1;1;3;1
16710;4;1;3;2;3;4;4
16711;3;1;1;2;2;1;4
16712;1;0;1;2;3;4;2
16713;3;1;1;1;3;1;3
16714;2;0;2;2;3;4;1
16715;4;0;2;4;3;3;2
16716;2;0;1;2;4;1;4
16717;1;0;4;4;4;4;4
16718;1;0;4;3;4;4;4
16719;2;0;3;1;3;2;4
16720;4;0;4;2;4;4;1
16721;4;1;4;2;1;1;3
16722;4;1;2;2;1;2;2
16723;2;1;1;4;2;1;1
16724;1;0;4;1;3;4;3
16725;3;1;4;2;1;1;2
16726;3;1;1;3;1;4;3
16727;1;0;3;2;4;4;4
16728;2;0;1;3;4;2;1
16729;3;0;1;3;3;4;3
16730;3;1;1;1;1;1;3
16731;2;0;3;2;3;3;2
16732;1;0;2;1;4;2;4
16733;4;1;1;3;4;3;2
16734;3;1;3;4;1;3;2
16735;1;0;3;3;3;1;3
16736;2;0;3;2;4;4;3
16737;1;0;3;2;3;3;4
16738;1;0;2;4;3;2;3
16739;3;1;1;1;2;2;1
16740;3;1;2;2;3;1;3
16741;2;0;4;3;4;4;4
16742;3;1;3;3;1;4;2
